#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.71 -0.05  0.72015 -0.759 3.663  4.653  9.80  0.000 0.00 16.467 18.858 18.006 16.945 16.291 15.775 15.036 14.419 14.343  0.720 
 1   9.71 -0.05  0.71761 -0.766 3.662  4.654 10.60  0.000 0.00 17.286 19.696 18.837 17.772 17.114 16.595 15.852 15.232 15.155  0.718 
 1   9.71 -0.05  0.64257 -0.978 3.637  4.718 10.80  0.000 0.00 18.015 20.843 19.848 18.686 17.939 17.339 16.511 15.835 15.740  0.643 
 1   9.71 -0.05  0.78909 -0.554 3.692  4.605 11.50  0.000 0.00 17.655 19.535 18.900 17.951 17.397 16.949 16.314 15.788 15.728  0.789 
 1   9.71 -0.05  1.02540  0.123 3.773  4.363 11.60  0.000 0.00 16.063 16.803 16.725 16.107 15.747 15.436 15.043 14.728 14.697  1.025 
 1   9.71 -0.05  0.86523 -0.338 3.723  4.551 12.00  0.000 0.00 17.616 19.004 18.608 17.777 17.309 16.918 16.383 15.947 15.900  0.865 
 1   9.71 -0.05  0.97842 -0.014 3.760  4.429 12.60  0.000 0.00 17.405 18.289 18.144 17.472 17.086 16.755 16.329 15.985 15.950  0.978 
 1   9.71 -0.03  0.58887 -1.133 3.620  4.768  8.80  0.000 0.00 16.403 19.487 18.433 17.212 16.407 15.731 14.849 14.161 14.050  0.589 
 1   9.71 -0.03  1.04979  0.199 3.776  4.312 11.40  0.000 0.00 15.674 16.380 16.312 15.709 15.357 15.052 14.670 14.364 14.335  1.050 
 1   9.71 -0.03  0.78278 -0.579 3.688  4.609 11.60  0.000 0.00 17.818 19.780 19.106 18.138 17.569 17.113 16.462 15.923 15.861  0.783 
 1   9.71 -0.03  0.85118 -0.385 3.716  4.561 11.90  0.000 0.00 17.632 19.143 18.684 17.823 17.334 16.931 16.372 15.916 15.866  0.851 
 1   9.71 -0.03  1.15055  0.482 3.783  4.094 13.00  0.000 0.00 16.565 17.220 17.163 16.590 16.252 15.958 15.592 15.302 15.273  1.151 
 1   9.71 -0.01  1.04882  0.198 3.775  4.305 10.30  0.000 0.00 14.574 15.301 15.222 14.610 14.254 13.947 13.561 13.252 13.222  1.049 
 1   9.71 -0.01  1.16584  0.530 3.782  4.048 10.50  0.000 0.00 13.946 14.616 14.549 13.970 13.630 13.335 12.967 12.675 12.646  1.166 
 1   9.71 -0.01  0.81644 -0.491 3.700  4.586 10.80  0.000 0.00 16.797 18.566 17.977 17.052 16.520 16.088 15.479 14.977 14.920  0.816 
 1   9.71 -0.01  0.84266 -0.417 3.710  4.568 11.40  0.000 0.00 17.212 18.814 18.308 17.423 16.920 16.507 15.931 15.460 15.408  0.843 
 1   9.71 -0.01  0.77041 -0.623 3.681  4.618 11.50  0.000 0.00 17.827 19.919 19.183 18.187 17.594 17.123 16.448 15.887 15.822  0.770 
 1   9.71 -0.01  0.75359 -0.673 3.674  4.630 11.70  0.000 0.00 18.153 20.368 19.577 18.555 17.938 17.451 16.750 16.168 16.099  0.754 
 1   9.71  0.01  0.48642 -1.407 3.594  4.853  9.40  0.000 0.00 17.687 21.120 20.039 18.761 17.868 17.007 16.037 15.395 15.250  0.486 
 1   9.71  0.01  0.58736 -1.144 3.618  4.768  9.50  0.000 0.00 17.131 20.257 19.193 17.967 17.153 16.459 15.567 14.879 14.767  0.587 
 1   9.71  0.01  0.87597 -0.332 3.721  4.544  9.90  0.000 0.00 15.499 16.936 16.509 15.666 15.191 14.799 14.258 13.819 13.772  0.876 
 1   9.71  0.01  1.19920  0.605 3.763  3.911 11.70  0.000 0.00 14.956 15.827 15.668 15.009 14.632 14.308 13.892 13.561 13.526  1.199 
 1   9.71  0.03  0.45456 -1.488 3.586  4.875  9.00  0.000 0.00 17.490 21.055 19.960 18.669 17.749 16.812 15.808 15.189 15.029  0.455 
 1   9.71  0.03  0.68760 -0.874 3.646  4.678 10.30  0.000 0.00 17.256 19.983 19.001 17.865 17.145 16.575 15.772 15.109 15.022  0.688 
 1   9.71  0.05  0.81366 -0.522 3.691  4.581 11.10  0.000 0.00 17.174 19.117 18.441 17.476 16.913 16.464 15.825 15.299 15.239  0.814 
 1   9.71  0.05  1.01214  0.040 3.761  4.395 12.70  0.000 0.00 17.370 18.277 18.108 17.429 17.043 16.716 16.294 15.957 15.923  1.012 
 1   9.71  0.07  0.24712 -2.054 3.547  5.020  7.50  0.000 0.00 17.405 21.781 20.450 18.980 17.956 16.778 15.650 15.080 14.845  0.247 
 1   9.71  0.07  0.87417 -0.353 3.716  4.543 11.50  0.000 0.00 17.153 18.703 18.213 17.340 16.848 16.446 15.890 15.438 15.388  0.874 
 1   9.71  0.07  0.97048 -0.082 3.749  4.448 13.00  0.000 0.00 17.974 19.042 18.793 18.058 17.644 17.298 16.841 16.476 16.438  0.970 
 1   9.71  0.09  0.93571 -0.185 3.736  4.486 12.10  0.000 0.00 17.332 18.586 18.241 17.450 17.007 16.641 16.148 15.753 15.710  0.936 
 1   9.71  0.11  0.79192 -0.598 3.678  4.595 10.40  0.000 0.00 16.666 18.864 18.064 17.042 16.434 15.957 15.272 14.708 14.642  0.792 
 1   9.71  0.11  1.17981  0.515 3.773  4.033 11.00  0.000 0.00 14.484 15.282 15.144 14.513 14.151 13.844 13.456 13.151 13.120  1.180 
 1   9.71  0.11  1.18812  0.538 3.770  4.002 13.40  0.000 0.00 16.825 17.657 17.503 16.860 16.492 16.180 15.785 15.474 15.441  1.188 
 1   9.71  0.15  0.46581 -1.472 3.585  4.863  9.10  0.000 0.00 17.550 21.166 20.080 18.807 17.874 16.883 15.850 15.228 15.068  0.466 
 1   9.71  0.15  1.18598  0.515 3.770  4.022 10.90  0.000 0.00 14.382 15.233 15.065 14.415 14.045 13.733 13.338 13.028 12.995  1.186 
 1   9.71  0.15  1.03895  0.086 3.760  4.356 13.40  0.000 0.00 17.954 18.915 18.705 18.010 17.617 17.290 16.869 16.535 16.500  1.039 
 1   9.71  0.21  0.89718 -0.324 3.715  4.521 10.40  0.000 0.00 15.980 17.616 17.066 16.170 15.667 15.265 14.706 14.260 14.209  0.897 
 1   9.71  0.21  0.90669 -0.297 3.718  4.512 10.50  0.000 0.00 16.013 17.595 17.071 16.189 15.695 15.299 14.751 14.314 14.265  0.907 
 1   9.71  0.25  0.78833 -0.629 3.672  4.597 10.60  0.000 0.00 16.943 19.331 18.431 17.367 16.727 16.232 15.523 14.945 14.874  0.788 
 1   9.71  0.27  0.20266 -2.239 3.531  5.055  6.70  0.000 0.00 17.067 21.753 20.360 18.843 17.764 16.473 15.271 14.718 14.474  0.203 
 1   9.71  0.27  1.05474  0.113 3.760  4.335 10.30  0.000 0.00 14.787 15.802 15.549 14.837 14.439 14.113 13.694 13.366 13.331  1.055 
 1   9.73 -0.63  1.11249  0.764 3.773  3.760 12.10  0.000 0.00 14.960 15.540 15.580 15.035 14.691 14.373 13.973 13.649 13.617  1.112 
 1   9.73 -0.61  0.82813 -0.212 3.758  4.548 10.70  0.000 0.00 16.000 16.730 16.730 16.101 15.722 15.379 14.942 14.584 14.546  0.828 
 1   9.73 -0.61  0.95735  0.180 3.800  4.387 12.70  0.000 0.00 17.020 17.405 17.538 17.078 16.776 16.497 16.165 15.893 15.872  0.957 
 1   9.73 -0.59  1.01884  0.344 3.813  4.300 11.00  0.000 0.00 14.909 15.247 15.374 14.955 14.677 14.420 14.117 13.871 13.853  1.019 
 1   9.73 -0.59  1.07820  0.570 3.822  4.135 12.10  0.000 0.00 15.445 15.755 15.865 15.480 15.221 14.980 14.699 14.473 14.456  1.078 
 1   9.73 -0.57  0.91503  0.026 3.785  4.458 12.40  0.000 0.00 17.104 17.600 17.696 17.172 16.842 16.540 16.171 15.868 15.841  0.915 
 1   9.73 -0.55  0.94259  0.095 3.791  4.428 13.70  0.000 0.00 18.233 18.688 18.794 18.295 17.976 17.684 17.330 17.040 17.016  0.943 
 1   9.73 -0.53  0.73922 -0.518 3.714  4.629 11.80  0.000 0.00 17.865 19.202 18.887 18.069 17.595 17.183 16.619 16.155 16.099  0.739 
 1   9.73 -0.51  0.68687 -0.691 3.689  4.668 11.10  0.000 0.00 17.596 19.345 18.824 17.908 17.364 16.905 16.260 15.723 15.655  0.687 
 1   9.73 -0.51  0.95686  0.114 3.792  4.419 13.10  0.000 0.00 17.584 18.039 18.140 17.641 17.324 17.034 16.683 16.396 16.371  0.957 
 1   9.73 -0.49  0.57074 -1.059 3.644  4.774 10.50  0.000 0.00 17.916 20.458 19.613 18.509 17.803 17.237 16.444 15.795 15.696  0.571 
 1   9.73 -0.49  0.98059  0.173 3.797  4.390 12.40  0.000 0.00 16.738 17.164 17.271 16.790 16.480 16.198 15.859 15.582 15.559  0.981 
 1   9.73 -0.47  0.77443 -0.432 3.725  4.605 12.40  0.000 0.00 18.249 19.444 19.195 18.414 17.963 17.571 17.041 16.605 16.555  0.774 
 1   9.73 -0.45  1.00286  0.240 3.800  4.345 11.60  0.000 0.00 15.770 16.184 16.287 15.815 15.511 15.235 14.904 14.635 14.613  1.003 
 1   9.73 -0.43  0.85259 -0.209 3.754  4.541 10.40  0.000 0.00 15.692 16.516 16.451 15.789 15.400 15.053 14.608 14.243 14.205  0.853 
 1   9.73 -0.43  1.02480  0.307 3.802  4.296 11.40  0.000 0.00 15.402 15.811 15.907 15.442 15.143 14.872 14.547 14.283 14.262  1.025 
 1   9.73 -0.43  0.79617 -0.378 3.732  4.591 11.80  0.000 0.00 17.514 18.629 18.417 17.661 17.224 16.843 16.334 15.916 15.869  0.796 
 1   9.73 -0.43  0.82988 -0.276 3.746  4.563 12.50  0.000 0.00 17.960 18.884 18.769 18.073 17.666 17.307 16.839 16.455 16.414  0.830 
 1   9.73 -0.41  0.49935 -1.285 3.620  4.847  8.40  0.000 0.00 16.382 19.322 18.358 17.145 16.349 15.698 14.842 14.186 14.061  0.499 
 1   9.73 -0.41  0.46066 -1.389 3.612  4.883  9.40  0.000 0.00 17.642 20.687 19.704 18.462 17.637 16.951 16.076 15.436 15.300  0.461 
 1   9.73 -0.41  0.62509 -0.918 3.656  4.723 10.90  0.000 0.00 17.966 20.331 19.536 18.480 17.816 17.284 16.525 15.894 15.807  0.625 
 1   9.73 -0.41  0.70310 -0.678 3.686  4.655 11.30  0.000 0.00 17.766 19.600 19.028 18.092 17.535 17.072 16.417 15.871 15.803  0.703 
 1   9.73 -0.41  1.05677  0.400 3.799  4.204 11.40  0.000 0.00 15.170 15.603 15.684 15.209 14.906 14.630 14.298 14.029 14.007  1.057 
 1   9.73 -0.39  1.16470  1.747 3.691  2.470  4.30  0.000 0.00  4.703  6.495  5.935  4.975  4.458  4.007  3.365  2.843  2.783  1.165 
 1   9.73 -0.39  0.78837 -0.413 3.726  4.599 12.00  0.000 0.00 17.802 19.010 18.745 17.962 17.512 17.122 16.596 16.165 16.116  0.788 
 1   9.73 -0.39  0.89244 -0.098 3.766  4.497 12.40  0.000 0.00 17.414 18.120 18.105 17.491 17.124 16.797 16.383 16.045 16.012  0.892 
 1   9.73 -0.37  1.12597  0.644 3.804  4.007 10.60  0.000 0.00 13.761 14.185 14.245 13.788 13.496 13.230 12.910 12.654 12.632  1.126 
 1   9.73 -0.37  0.77269 -0.470 3.717  4.610 11.50  0.000 0.00 17.444 18.800 18.458 17.636 17.162 16.757 16.203 15.746 15.694  0.773 
 1   9.73 -0.37  0.89993 -0.082 3.767  4.490 11.80  0.000 0.00 16.775 17.476 17.461 16.849 16.484 16.159 15.748 15.413 15.380  0.900 
 1   9.73 -0.35  0.88271 -0.148 3.759  4.514 10.50  0.000 0.00 15.641 16.441 16.377 15.727 15.345 15.007 14.574 14.221 14.185  0.883 
 1   9.73 -0.35  0.77812 -0.462 3.717  4.607 11.60  0.000 0.00 17.525 18.882 18.537 17.714 17.241 16.837 16.284 15.829 15.776  0.778 
 1   9.73 -0.35  0.80928 -0.364 3.732  4.585 11.70  0.000 0.00 17.381 18.525 18.288 17.525 17.086 16.707 16.198 15.782 15.735  0.809 
 1   9.73 -0.35  0.93035 -0.009 3.774  4.459 12.50  0.000 0.00 17.291 17.922 17.936 17.353 17.001 16.687 16.295 15.976 15.946  0.930 
 1   9.73 -0.33  0.67675 -0.789 3.669  4.680  9.50  0.000 0.00 16.242 18.408 17.680 16.670 16.051 15.551 14.836 14.240 14.163  0.677 
 1   9.73 -0.33  0.97113  0.103 3.785  4.407 11.20  0.000 0.00 15.712 16.266 16.305 15.762 15.429 15.131 14.765 14.468 14.441  0.971 
 1   9.73 -0.33  1.01428  0.257 3.797  4.322 11.70  0.000 0.00 15.828 16.288 16.357 15.864 15.555 15.277 14.943 14.672 14.649  1.014 
 1   9.73 -0.31  0.48157 -1.354 3.610  4.861  8.30  0.000 0.00 16.456 19.554 18.548 17.302 16.471 15.768 14.881 14.233 14.099  0.482 
 1   9.73 -0.31  0.60725 -1.006 3.642  4.743  9.00  0.000 0.00 16.284 18.923 18.022 16.899 16.181 15.606 14.803 14.145 14.049  0.607 
 1   9.73 -0.31  0.79739 -0.421 3.722  4.594 11.30  0.000 0.00 17.121 18.423 18.102 17.293 16.830 16.435 15.896 15.454 15.404  0.797 
 1   9.73 -0.31  1.07798  0.390 3.799  4.225 11.70  0.000 0.00 15.496 15.946 16.009 15.526 15.222 14.948 14.620 14.355 14.332  1.078 
 1   9.73 -0.31  0.94338 -0.007 3.773  4.456 12.10  0.000 0.00 16.886 17.547 17.542 16.948 16.592 16.276 15.880 15.558 15.528  0.943 
 1   9.73 -0.31  0.86023 -0.237 3.747  4.541 12.10  0.000 0.00 17.462 18.421 18.274 17.568 17.160 16.804 16.337 15.957 15.916  0.860 
 1   9.73 -0.31  1.17760  0.801 3.702  3.461 12.40  0.000 0.00 15.168 16.761 16.303 15.403 14.905 14.473 13.867 13.371 13.315  1.178 
 1   9.73 -0.31  0.88834 -0.158 3.756  4.514 13.00  0.000 0.00 18.164 19.009 18.918 18.252 17.863 17.522 17.081 16.723 16.686  0.888 
 1   9.73 -0.31  1.15696  0.683 3.772  3.851 13.30  0.000 0.00 16.363 17.042 17.006 16.420 16.067 15.752 15.352 15.032 15.000  1.157 
 1   9.73 -0.29  1.07695  0.372 3.799  4.240 11.10  0.000 0.00 14.940 15.399 15.457 14.970 14.664 14.390 14.061 13.795 13.772  1.077 
 1   9.73 -0.29  1.01855  0.221 3.793  4.342 12.10  0.000 0.00 16.318 16.820 16.869 16.355 16.037 15.753 15.408 15.129 15.105  1.019 
 1   9.73 -0.29  1.20984  1.753 3.685  2.452 14.10  0.000 0.00 14.488 16.460 15.801 14.792 14.254 13.791 13.124 12.583 12.520  1.210 
 1   9.73 -0.27  1.13357  0.490 3.787  4.095 10.00  0.000 0.00 13.544 14.105 14.116 13.583 13.256 12.964 12.604 12.315 12.288  1.134 
 1   9.73 -0.27  0.78237 -0.484 3.711  4.605 10.40  0.000 0.00 16.381 17.872 17.450 16.594 16.102 15.687 15.112 14.640 14.585  0.782 
 1   9.73 -0.27  0.69897 -0.743 3.672  4.661 10.50  0.000 0.00 17.127 19.261 18.538 17.535 16.925 16.433 15.728 15.141 15.067  0.699 
 1   9.73 -0.27  1.03784  0.260 3.794  4.318 10.70  0.000 0.00 14.821 15.316 15.363 14.854 14.539 14.258 13.918 13.643 13.619  1.038 
 1   9.73 -0.27  0.76697 -0.531 3.704  4.616 10.90  0.000 0.00 16.998 18.597 18.121 17.238 16.727 16.300 15.704 15.212 15.154  0.767 
 1   9.73 -0.27  1.15212  0.628 3.799  4.014 11.20  0.000 0.00 14.399 14.868 14.904 14.423 14.120 13.849 13.520 13.258 13.234  1.152 
 1   9.73 -0.27  0.84523 -0.298 3.737  4.558 11.20  0.000 0.00 16.715 17.815 17.591 16.843 16.413 16.043 15.550 15.148 15.104  0.845 
 1   9.73 -0.27  1.10796  0.427 3.793  4.174 12.50  0.000 0.00 16.202 16.712 16.745 16.235 15.919 15.637 15.293 15.017 14.992  1.108 
 1   9.73 -0.25  0.53866 -1.211 3.620  4.808  9.20  0.000 0.00 16.997 19.992 18.991 17.776 16.978 16.318 15.452 14.782 14.663  0.539 
 1   9.73 -0.25  0.48788 -1.350 3.608  4.855  9.30  0.000 0.00 17.445 20.587 19.567 18.316 17.477 16.759 15.862 15.211 15.078  0.488 
 1   9.73 -0.25  1.12335  0.446 3.789  4.144 10.30  0.000 0.00 13.955 14.503 14.519 13.990 13.666 13.378 13.023 12.739 12.712  1.123 
 1   9.73 -0.25  1.15173  0.610 3.800  4.035 10.50  0.000 0.00 13.746 14.212 14.248 13.767 13.465 13.195 12.868 12.608 12.585  1.152 
 1   9.73 -0.25  0.95544 -0.007 3.770  4.451 10.90  0.000 0.00 15.688 16.397 16.362 15.750 15.388 15.069 14.667 14.340 14.308  0.955 
 1   9.73 -0.25  1.09109  0.375 3.796  4.232 11.60  0.000 0.00 15.432 15.921 15.962 15.461 15.150 14.873 14.537 14.267 14.243  1.091 
 1   9.73 -0.25  0.86157 -0.261 3.741  4.544 12.00  0.000 0.00 17.423 18.480 18.276 17.541 17.119 16.755 16.272 15.879 15.837  0.862 
 1   9.73 -0.23  0.84699 -0.310 3.734  4.559  9.60  0.000 0.00 15.145 16.303 16.046 15.280 14.842 14.468 13.966 13.557 13.512  0.847 
 1   9.73 -0.23  0.73363 -0.649 3.685  4.639 10.20  0.000 0.00 16.593 18.527 17.888 16.929 16.359 15.894 15.233 14.684 14.618  0.734 
 1   9.73 -0.23  0.74632 -0.610 3.691  4.630 11.00  0.000 0.00 17.294 19.127 18.535 17.598 17.047 16.594 15.954 15.423 15.359  0.746 
 1   9.73 -0.23  0.92832 -0.088 3.760  4.481 13.30  0.000 0.00 18.290 19.113 19.022 18.367 17.984 17.651 17.223 16.875 16.840  0.928 
 1   9.73 -0.21  1.02378  0.150 3.783  4.377  7.70  0.000 0.00 12.095 12.693 12.697 12.137 11.799 11.502 11.134 10.837 10.810  1.024 
 1   9.73 -0.21  0.52426 -1.260 3.615  4.822  9.50  0.000 0.00 17.420 20.501 19.482 18.250 17.431 16.739 15.856 15.190 15.067  0.524 
 1   9.73 -0.21  0.68891 -0.794 3.664  4.672 10.10  0.000 0.00 16.854 19.162 18.363 17.321 16.678 16.165 15.430 14.818 14.740  0.689 
 1   9.73 -0.21  1.01767  0.135 3.782  4.384 10.60  0.000 0.00 15.032 15.641 15.641 15.076 14.736 14.436 14.065 13.765 13.738  1.018 
 1   9.73 -0.21  0.87037 -0.254 3.740  4.538 11.10  0.000 0.00 16.504 17.586 17.365 16.622 16.198 15.833 15.349 14.955 14.912  0.870 
 1   9.73 -0.21  0.70419 -0.748 3.670  4.658 11.20  0.000 0.00 17.840 20.048 19.288 18.268 17.645 17.147 16.432 15.837 15.762  0.704 
 1   9.73 -0.21  0.94877 -0.042 3.764  4.461 12.10  0.000 0.00 16.974 17.757 17.682 17.043 16.669 16.342 15.925 15.587 15.554  0.949 
 1   9.73 -0.21  1.23348  1.836 3.673  2.332 12.70  0.000 0.00 12.879 15.117 14.317 13.237 12.667 12.184 11.475 10.903 10.834  1.233 
 1   9.73 -0.21  0.91044 -0.144 3.753  4.500 12.70  0.000 0.00 17.830 18.741 18.605 17.918 17.521 17.177 16.729 16.367 16.329  0.910 
 1   9.73 -0.21  0.89181 -0.194 3.747  4.518 12.90  0.000 0.00 18.156 19.141 18.969 18.257 17.847 17.494 17.030 16.654 16.614  0.892 
 1   9.73 -0.19  0.62296 -0.993 3.640  4.732  9.40  0.000 0.00 16.652 19.375 18.431 17.290 16.560 15.975 15.161 14.496 14.400  0.623 
 1   9.73 -0.19  0.58865 -1.090 3.630  4.763 10.10  0.000 0.00 17.596 20.487 19.497 18.313 17.545 16.921 16.076 15.399 15.292  0.589 
 1   9.73 -0.19  0.86684 -0.272 3.737  4.543 11.50  0.000 0.00 16.949 18.079 17.831 17.074 16.643 16.274 15.781 15.380 15.336  0.867 
 1   9.73 -0.19  0.96781  0.001 3.768  4.441 12.60  0.000 0.00 17.367 18.115 18.053 17.428 17.061 16.740 16.334 16.004 15.972  0.968 
 1   9.73 -0.19  1.04584  0.199 3.786  4.350 13.00  0.000 0.00 17.274 17.853 17.859 17.310 16.979 16.686 16.327 16.037 16.010  1.046 
 1   9.73 -0.19  1.04802  0.204 3.787  4.347 13.60  0.000 0.00 17.861 18.436 18.444 17.897 17.566 17.274 16.916 16.626 16.600  1.048 
 1   9.73 -0.17  0.68625 -0.815 3.660  4.675  9.90  0.000 0.00 16.708 19.105 18.267 17.204 16.544 16.020 15.271 14.646 14.566  0.686 
 1   9.73 -0.17  0.74560 -0.635 3.685  4.632 11.60  0.000 0.00 17.958 19.916 19.259 18.294 17.721 17.257 16.596 16.047 15.982  0.746 
 1   9.73 -0.17  1.21834  0.942 3.690  3.288 15.60  0.000 0.00 18.014 19.874 19.270 18.299 17.767 17.315 16.668 16.141 16.080  1.218 
 1   9.73 -0.15  0.69720 -0.790 3.662  4.665 10.50  0.000 0.00 17.246 19.616 18.785 17.729 17.075 16.557 15.814 15.195 15.117  0.697 
 1   9.73 -0.15  0.79094 -0.508 3.703  4.601 10.60  0.000 0.00 16.640 18.305 17.783 16.883 16.364 15.937 15.336 14.842 14.785  0.791 
 1   9.73 -0.15  1.14191  0.423 3.783  4.150 11.60  0.000 0.00 15.312 15.933 15.909 15.347 15.010 14.714 14.347 14.053 14.025  1.142 
 1   9.73 -0.15  0.75341 -0.619 3.687  4.627 11.70  0.000 0.00 18.017 19.954 19.305 18.344 17.776 17.316 16.660 16.117 16.052  0.753 
 1   9.73 -0.15  0.83168 -0.388 3.720  4.572 11.70  0.000 0.00 17.441 18.835 18.448 17.616 17.143 16.746 16.201 15.756 15.707  0.832 
 1   9.73 -0.15  1.00142  0.078 3.774  4.402 13.40  0.000 0.00 17.976 18.673 18.629 18.025 17.668 17.357 16.966 16.651 16.621  1.001 
 1   9.73 -0.13  0.93439 -0.108 3.754  4.477  9.10  0.000 0.00 14.140 15.073 14.916 14.223 13.825 13.484 13.039 12.678 12.641  0.934 
 1   9.73 -0.13  0.57152 -1.152 3.622  4.780 10.30  0.000 0.00 17.949 20.976 19.948 18.734 17.936 17.275 16.404 15.722 15.610  0.572 
 1   9.73 -0.13  1.06332  0.235 3.786  4.318 12.20  0.000 0.00 16.383 16.985 16.972 16.415 16.082 15.790 15.429 15.139 15.113  1.063 
 1   9.73 -0.11  0.22855 -2.101 3.553  5.056  7.10  0.000 0.00 17.122 21.411 20.068 18.592 17.586 16.480 15.388 14.815 14.586  0.229 
 1   9.73 -0.11  0.88550 -0.252 3.737  4.529  8.90  0.000 0.00 14.299 15.469 15.191 14.423 13.988 13.619 13.124 12.723 12.679  0.885 
 1   9.73 -0.11  0.78409 -0.543 3.696  4.606 11.00  0.000 0.00 17.128 18.919 18.332 17.404 16.864 16.423 15.801 15.287 15.227  0.784 
 1   9.73 -0.11  0.75072 -0.642 3.682  4.629 11.50  0.000 0.00 17.875 19.911 19.212 18.230 17.644 17.174 16.501 15.943 15.877  0.751 
 1   9.73 -0.11  0.85417 -0.340 3.725  4.556 12.00  0.000 0.00 17.621 18.953 18.593 17.776 17.315 16.928 16.399 15.968 15.921  0.854 
 1   9.73 -0.11  1.08606  0.283 3.785  4.279 12.20  0.000 0.00 16.262 16.870 16.851 16.292 15.959 15.667 15.307 15.018 14.991  1.086 
 1   9.73 -0.11  0.85269 -0.345 3.725  4.557 12.40  0.000 0.00 18.032 19.372 19.008 18.189 17.726 17.338 16.807 16.375 16.328  0.853 
 1   9.73 -0.09  1.02342  0.129 3.775  4.366 10.70  0.000 0.00 15.149 15.848 15.794 15.190 14.836 14.528 14.142 13.831 13.801  1.023 
 1   9.73 -0.09  0.93427 -0.121 3.750  4.478 11.50  0.000 0.00 16.573 17.557 17.371 16.660 16.255 15.909 15.455 15.089 15.051  0.934 
 1   9.73 -0.09  1.19630  0.628 3.764  3.891 12.40  0.000 0.00 15.601 16.430 16.302 15.658 15.286 14.961 14.545 14.213 14.178  1.196 
 1   9.73 -0.07  0.77071 -0.597 3.687  4.616 10.10  0.000 0.00 16.362 18.327 17.656 16.689 16.117 15.658 15.003 14.461 14.398  0.771 
 1   9.73 -0.07  1.20439  0.608 3.746  3.841 11.80  0.000 0.00 15.049 16.097 15.868 15.141 14.731 14.378 13.912 13.538 13.498  1.204 
 1   9.73 -0.07  0.85099 -0.365 3.720  4.559 12.50  0.000 0.00 18.184 19.613 19.199 18.358 17.882 17.486 16.941 16.496 16.447  0.851 
 1   9.73 -0.05  0.97482 -0.015 3.760  4.427 10.20  0.000 0.00 15.007 15.896 15.749 15.075 14.688 14.357 13.930 13.585 13.550  0.975 
 1   9.73 -0.05  0.91639 -0.186 3.742  4.499 12.10  0.000 0.00 17.336 18.456 18.197 17.444 17.018 16.659 16.179 15.791 15.750  0.916 
 1   9.73 -0.05  1.07050  0.263 3.780  4.270 12.30  0.000 0.00 16.414 17.085 17.033 16.446 16.101 15.801 15.428 15.128 15.100  1.070 
 1   9.73 -0.03  0.65805 -0.940 3.641  4.704 10.60  0.000 0.00 17.720 20.504 19.517 18.367 17.631 17.044 16.225 15.554 15.462  0.658 
 1   9.73 -0.03  0.74126 -0.700 3.671  4.637 11.20  0.000 0.00 17.720 19.983 19.177 18.144 17.517 17.021 16.309 15.716 15.645  0.741 
 1   9.73 -0.03  1.08936  0.323 3.778  4.212 11.40  0.000 0.00 15.363 16.054 15.989 15.395 15.047 14.746 14.369 14.068 14.039  1.089 
 1   9.73 -0.03  0.91321 -0.203 3.739  4.503 11.60  0.000 0.00 16.878 18.044 17.759 16.993 16.561 16.197 15.710 15.315 15.274  0.913 
 1   9.73 -0.03  1.05750  0.230 3.777  4.285 11.90  0.000 0.00 16.095 16.799 16.732 16.130 15.778 15.474 15.093 14.787 14.758  1.058 
 1   9.73 -0.01  0.62934 -1.025 3.631  4.730  8.40  0.000 0.00 15.733 18.681 17.648 16.458 15.688 15.061 14.210 13.522 13.422  0.629 
 1   9.73 -0.01  0.80979 -0.506 3.698  4.589 11.20  0.000 0.00 17.235 19.043 18.436 17.503 16.963 16.527 15.909 15.401 15.343  0.810 
 1   9.73 -0.01  0.83560 -0.432 3.708  4.570 11.50  0.000 0.00 17.351 18.989 18.465 17.572 17.062 16.645 16.062 15.584 15.531  0.836 
 1   9.73  0.03  0.71220 -0.805 3.654  4.657  9.40  0.000 0.00 16.182 18.771 17.833 16.728 16.037 15.496 14.721 14.077 13.997  0.712 
 1   9.73  0.03  1.05368  0.176 3.772  4.318 13.30  0.000 0.00 17.630 18.407 18.300 17.670 17.306 16.995 16.602 16.288 16.257  1.054 
 1   9.73  0.05  0.64570 -0.991 3.633  4.716  9.90  0.000 0.00 17.147 20.086 19.047 17.864 17.099 16.474 15.627 14.942 14.844  0.646 
 1   9.73  0.05  0.79722 -0.566 3.685  4.590 11.70  0.000 0.00 17.884 19.942 19.214 18.224 17.640 17.176 16.514 15.967 15.903  0.797 
 1   9.73  0.07  0.87864 -0.335 3.719  4.537 10.80  0.000 0.00 16.408 17.919 17.448 16.585 16.100 15.703 15.154 14.710 14.662  0.879 
 1   9.73  0.07  1.11488  0.330 3.775  4.202 11.50  0.000 0.00 15.444 16.199 16.092 15.474 15.117 14.812 14.429 14.126 14.095  1.115 
 1   9.73  0.09  0.94642 -0.148 3.741  4.470 11.30  0.000 0.00 16.439 17.634 17.319 16.545 16.111 15.752 15.271 14.886 14.845  0.946 
 1   9.73  0.09  0.79496 -0.582 3.681  4.592 12.00  0.000 0.00 18.224 20.361 19.591 18.584 17.986 17.516 16.841 16.286 16.221  0.795 
